treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Republican,0.34825509610684946
0,0,,Republican Donald Trump,Democrat Kamala Harris,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Unfavorable,,,,Independent,0.1870260335074988
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.9277935455028962
0,1,,other_did_not_vote,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.043079162018996975
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,,,,Republican,0.9641062239926771
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.2562692319711817
0,0,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Independent,0.9762474567860987
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.3828017546883856
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Somewhat Unfavorable,Very Favorable,,,,Independent,0.19983661725072155
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.8215381799908391
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.7052901407110556
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very unfavorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.5810934400602196
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,,,,Republican,0.6483465677630025
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Somewhat Unfavorable,Somewhat Favorable,,,,Republican,0.30283477824399985
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.9704693102857646
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.5249817641307022
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.421197376597239
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.11372227536819801
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.19301927763472593
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Very unfavorable,Very Unfavorable,Not sure/Never Heard of,,,,Independent,0.26968731717563743
0,0,,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Unfavorable,,,,Republican,0.837703992458321
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.703180395194825
0,0,,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,,,,Independent,0.9013494315898491
0,0,,Republican Donald Trump,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Republican,0.1113889489560399
0,1,,Republican Donald Trump,other_did_not_vote,Somewhat favorable,Very favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.11707004890487782
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.39388891913751756
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Very Unfavorable,,,,Independent,0.12703922080308894
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,,,,Independent,0.751581207570773
0,1,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Independent,0.6628637423501857
0,0,,other_did_not_vote,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.6158245195284205
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.15043670676377097
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.7632762824347371
0,1,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,,,,Independent,0.23492790449607515
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Democrat,0.7065083127349676
0,0,,Democrat Joe Biden,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,,,,Republican,0.3699485628645529
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.9759554593577343
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.6090812449288087
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.043892863175784336
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.6134233111121925
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.26177775352503174
0,0,,Democrat Joe Biden,other_did_not_vote,Very favorable,Somewhat favorable,Somewhat Unfavorable,Somewhat Favorable,,,,Democrat,0.6618310927234751
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.8803821638274947
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.7161012921565607
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat favorable,Very Unfavorable,Very Favorable,,,,Democrat,0.7777794298434594
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.9577278248055735
0,1,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,,,,Republican,0.1429294189802981
0,0,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Independent,0.7537623412504212
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.8593312578101533
0,1,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,,,,Democrat,0.2661748984381964
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Very Unfavorable,,,,Independent,0.8232504929858669
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.45817221807941566
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Favorable,,,,Independent,0.6759442675934537
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Unfavorable,,,,Independent,0.028763823631112295
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.09452750523183084
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.40157386979894316
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.5607548504393511
0,0,,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Very Unfavorable,,,,Democrat,0.2603884118263148
0,0,,other_did_not_vote,other_did_not_vote,Very unfavorable,Very unfavorable,Somewhat Unfavorable,Very Unfavorable,,,,Independent,0.13152832763083822
0,0,,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.5007112632845878
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.6279979058716602
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.22195233133822012
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.777422599456405
0,0,,Republican Donald Trump,Democrat Kamala Harris,Somewhat favorable,Never heard of/Not sure,Very Unfavorable,Somewhat Unfavorable,,,,Democrat,0.3103228408095702
0,0,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Independent,0.33868386114728355
0,0,,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Democrat,0.34290153725994754
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.2661526426045241
0,0,,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,,,,Independent,0.3597675629158721
0,0,,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.2871918590745427
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Democrat,0.22660841162172662
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,,,,Republican,0.24618603090333235
0,0,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,,,,Independent,0.7027739907395326
0,1,,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Independent,0.7735315641220245
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.2103453423910625
0,1,,Republican Donald Trump,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Favorable,Very Unfavorable,,,,Independent,0.8602210963591895
0,1,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Not sure/Never Heard of,Not sure/Never Heard of,,,,Independent,0.5521601461246373
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Independent,0.3559195762961711
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.735462736073423
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.004332784660508904
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Favorable,,,,Independent,0.68488406386456
0,0,,other_did_not_vote,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,,,,Independent,0.813185734661315
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.9217648722252821
0,1,,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,,,,Republican,0.17632470153824775
0,1,,other_did_not_vote,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.31383439784576816
0,0,,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Never heard of/Not sure,Somewhat Favorable,Somewhat Favorable,,,,Democrat,0.6753969284295385
0,0,,other_did_not_vote,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Democrat,0.4734513555704375
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.3305311150589517
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.5333748007803462
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.0449640943047136
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.8838054943195337
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.18048279508961507
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.940781784273358
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.1971085709247853
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,,,,Republican,0.4860633370998795
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Independent,0.3169012830467085
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,,,,Republican,0.42804323731501237
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.9152877619073982
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Independent,0.3464919761216947
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Independent,0.9993316752903468
0,0,,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.15932942165351038
0,1,,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Somewhat Unfavorable,,,,Republican,0.1735155581209591
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.7237189902449369
0,0,,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Somewhat Unfavorable,,,,Independent,0.33924546673008216
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.11915360544876286
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.5648832910925111
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.6673672346600624
0,1,,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,,,,Republican,0.17174229462887725
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.7456422208513818
0,1,,Republican Donald Trump,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Somewhat Favorable,Somewhat Favorable,,,,Independent,0.741029884043598
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,,,,Democrat,0.9757410878259931
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,,,,Independent,0.00019903495602846544
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.565365979679123
0,0,,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,,,,Democrat,0.783970493487239
0,0,,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,,,,Republican,0.41986203043298786
